Authors,Title,Year,Journal,Cites,Affiliations
"Kujirai T., Ehara H., Fujino Y., Shirouzu M., Sekine S.-I., Kurumizaka H.",Structural basis of the nucleosome transition during RNA polymerase II passage,2018,Science,13,"Laboratory of Chromatin Structure and Function, Institute for Quantitative Biosciences, University of Tokyo, 1-1-1 Yayoi, Bunkyo-ku, Tokyo, 113-0032, Japan; RIKEN Center for Biosystems Dynamics Research, 1-7-22 Suehiro-cho, Tsurumi-ku, Yokohama, 230-0045, Japan; Graduate School of Advanced Science and Engineering, Waseda University, 2-2 Wakamatsu-cho, Shinjuku-ku,, Tokyo  162-8480, Japan"
"Tsikou D., Yan Z., Holt D.B., Abel N.B., Reid D.E., Madsen L.H., Bhasin H., Sexauer M., Stougaard J., Markmann K.",Systemic control of legume susceptibility to rhizobial infection by a mobile microRNA,2018,Science,13,"Department of Molecular Biology and Genetics, Aarhus University, Aarhus, Denmark; Zentrum Für Molekularbiologie der Pflanzen, Tübingen University, Tübingen, Germany; Department of Biochemistry and Biotechnology, University of Thessaly, Larissa, Greece; School of Life Science and Engineering, Southwest University of Science and Technology, Mianyang, China; DNA Diagnostic, Risskov, Denmark; Department of Plant Cell Biology, University of Freiburg, Freiburg, Germany"
"Hayes G.P., Moore G.L., Portner D.E., Hearne M., Flamme H., Furtney M., Smoczyk G.M.","Slab2, a comprehensive subduction zone geometry model",2018,Science,13,"U.S. Geological Survey National Earthquake Information Center, Golden, CO, United States; Department of Geophysics, Colorado School of Mines, Golden, CO, United States; Department of Geosciences, University of Arizona, Tucson, AZ, United States; School of Oceanography, University of Washington, Seattle, WA, United States; Chevron, Houston, TX, United States; Department of Earth, Environmental and Planetary Sciences, Rice University, Houston, TX, United States"
"Waite J.H., Perryman R.S., Perry M.E., Miller K.E., Bell J., Cravens T.E., Glein C.R., Grimes J., Hedman M., Cuzzi J., Brockwell T., Teolis B., Moore L., Mitchell D.G., Persoon A., Kurth W.S., Wahlund J.-E., Morooka M., Hadid L.Z., Chocron S., Walker J., Nagy A., Yelle R., Ledvina S., Johnson R., Tseng W., Tucker O.J., Ip W.-H.",Chemical interactions between Saturn's atmosphere and its rings,2018,Science,13,"Space Science and Engineering Division, Southwest Research Institute, San Antonio, TX  78238, United States; Johns Hopkins University, Applied Physics Laboratory, Laurel, MD  20723, United States; National Institute of Aerospace, Hampton, VA  23666, United States; NASA Goddard Space Flight Center, Greenbelt, MD  20771, United States; Department of Physics and Astronomy, University of Kansas, Lawrence, KS  66045, United States; Department of Physics, University of Idaho, Moscow, ID  83844, United States; NASA Ames Research Center, Moffett Field, CA  94035, United States; Center for Space Physics, Boston University, Boston, MA  02215, United States; Department of Physics and Astronomy, University of Iowa, Iowa City, IA  52242, United States; Swedish Institute of Space Physics, Uppsala, SE-751 21, Sweden; Department of Climate and Space Sciences and Engineering, University of Michigan, Ann Arbor, MI  48109, United States; Lunar and Planetary Laboratory, University of Arizona, Tucson, AZ  85721, United States; Space Science Laboratory, University of California, Berkeley, CA  94720, United States; Department of Materials Science and Engineering, University of Virginia, Charlottesville, VA  22904, United States; Department of Earth Sciences, National Taiwan Normal University, Taipei, 11677, Taiwan; Institutes of Astronomy and Space Science, National Central University, Chung Li, 32054, Taiwan"
"Brunson J.K., McKinnie S.M.K., Chekan J.R., McCrow J.P., Miles Z.D., Bertrand E.M., Bielinski V.A., Luhavaya H., Oborník M., Smith G.J., Hutchins D.A., Allen A.E., Moore B.S.",Biosynthesis of the neurotoxin domoic acid in a bloom-forming diatom,2018,Science,13,"Center for Marine Biotechnology and Biomedicine, Scripps Institution of Oceanography, University of California, San Diego, San Diego, CA  92093, United States; Microbial and Environmental Genomics Group, J. Craig Venter Institute, San Diego, CA  92037, United States; Department of Biology, Dalhousie University, Halifax, NS  B3H 4R2, Canada; Synthetic Biology and Bioenergy Group, J. Craig Venter Institute, San Diego, CA  92037, United States; Institute of Parasitology, University of South Bohemia, Biology Center CAS, Branišovská 31, Ceské Budejovice, 370 05, Czech Republic; Moss Landing Marine Laboratories, 8272 Moss Landing Road, Moss Landing, CA  95039, United States; Marine and Environmental Biology, Department of Biological Sciences, University of Southern California, San Diego, CA  90089, United States; Integrative Oceanography Division, Scripps Institution of Oceanography, University of California, San Diego, San Diego, CA  92037, United States; Skaggs School of Pharmacy and Pharmaceutical Sciences, University of California, San Diego, San Diego, CA  92093, United States"
"Anderson N.D., De Borja R., Young M.D., Fuligni F., Rosic A., Roberts N.D., Hajjar S., Layeghifard M., Novokmet A., Kowalski P.E., Anaka M., Davidson S., Zarrei M., Said B.I., Christine Schreiner L., Marchand R., Sitter J., Gokgoz N., Brunga L., Graham G.T., Fullam A., Pillay N., Toretsky J.A., Yoshida A., Shibata T., Metzler M., Somers G.R., Scherer S.W., Flanagan A.M., Campbell P.J., Schiffman J.D., Shago M., Alexandrov L.B., Wunder J.S., Andrulis I.L., Malkin D., Behjati S., Shlien A.",Rearrangement bursts generate canonical gene fusions in bone and soft tissue tumors,2018,Science,13,"Program in Genetics and Genome Biology, Hospital for Sick Children, Toronto, ON, Canada; Department of Laboratory Medicine and Pathobiology, University of Toronto, Toronto, ON, Canada; Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridgeshire, United Kingdom; Department of Paediatric Laboratory Medicine, Hospital for Sick Children, Toronto, ON, Canada; Centre for Applied Genomics, Hospital for Sick Children, Toronto, ON, Canada; Lunenfeld-Tanenbaum Research Institute, Sinai Health System, Toronto, ON, Canada; Department of Oncology and Pediatrics, Georgetown University, Washington, DC, United States; University College London Cancer Institute, Huntley Street, London, United Kingdom; Histopathology, Royal National Orthopaedic Hospital NHS Trust, Stanmore, Middlesex, United Kingdom; Department of Pathology and Clinical Laboratories, National Cancer Center Hospital, Tokyo, Japan; Division of Cancer Genomics, National Cancer Center Research Institute, Tokyo, Japan; Laboratory of Molecular Medicine, Human Genome Center, Institute of Medical Sciences, University of Tokyo, Minato-ku, Tokyo, Japan; Department of Pediatrics and Adolescent Medicine, University Hospital Erlangen, Erlangen, Germany; Department of Pathology, Hospital for Sick Children, University of Toronto, Toronto, ON, Canada; Department of Molecular Genetics, University of Toronto, Toronto, ON, Canada; McLaughlin Centre, University of Toronto, Toronto, ON, Canada; Department of Haematology, University of Cambridge, Cambridge, United Kingdom; Departments of Pediatrics and Oncological Sciences, Huntsman Cancer Institute, University of Utah, Salt Lake City, UT, United States; Department of Cellular and Molecular Medicine, Department of Bioengineering, Moores Cancer Center, University of California, La Jolla, San Diego, CA, United States; University Musculoskeletal Oncology Unit, Mount Sinai Hospital, Toronto, ON, Canada; Division of Orthopaedic Surgery, Department of Surgery, University of Toronto, Toronto, ON, Canada; Division of Hematology-Oncology, Hospital for Sick Children, Toronto, ON, Canada; Department of Pediatrics, University of TorontoON, Canada; Department of Paediatrics, University of Cambridge, Cambridge, United Kingdom"
"Doppagne B., Chong M.C., Bulou H., Boeglin A., Scheurer F., Schull G.",Electrofluorochromism at the single-molecule level,2018,Science,13,"Université de Strasbourg, CNRS, IPCMS, UMR 7504, Strasbourg, F-67000, France"
"Sweis B.M., Abram S.V., Schmidt B.J., Seeland K.D., MacDonald A.W., Thomas M.J., Redish A.D.","Sensitivity to “sunk costs” in mice, rats, and humans",2018,Science,13,"Graduate Program in Neuroscience and Medical Scientist Training Program, University of Minnesota, Minneapolis, MN  55455, United States; Department of Neuroscience, University of Minnesota, Minneapolis, MN  55455, United States; Department of Psychology, University of Minnesota, Minneapolis, MN  55455, United States"
"Lu W., Ridgwell A., Thomas E., Hardisty D.S., Luo G., Algeo T.J., Saltzman M.R., Gill B.C., Shen Y., Ling H.-F., Edwards C.T., Whalen M.T., Zhou X., Gutchess K.M., Jin L., Rickaby R.E.M., Jenkyns H.C., Lyons T.W., Lenton T.M., Kump L.R., Lu Z.",Late inception of a resiliently oxygenated upper ocean,2018,Science,13,"Department of Earth Sciences, Syracuse University, Syracuse, NY, United States; Department of Earth Sciences, University of California, Riverside, Riverside, CA, United States; School of Geographical Sciences, University of Bristol, Bristol, United Kingdom; Department of Geology and Geophysics, Yale University, New Haven, CT, United States; Department of Earth and Environmental Sciences, Wesleyan University, Middletown, CT, United States; Department of Earth and Environmental Sciences, Michigan State University, East Lansing, MI, United States; State Key Laboratory of Biogeology and Environmental Geology, School of Earth Science, China University of Geosciences, Wuhan, China; State Key Laboratory of Geological Processes and Mineral Resources, China University of Geosciences, Wuhan, China; Department of Geology, University of Cincinnati, Cincinnati, OH, United States; School of Earth Sciences, Ohio State University, Columbus, OH, United States; Department of Geosciences, Virginia Polytechnic and State University, Blacksburg, VA, United States; School of Earth and Space Sciences, University of Science and Technology of China, Hefei, China; State Key Laboratory for Mineral Deposits Research, School of Earth Sciences and Engineering, Nanjing University, Nanjing, China; Department of Geological and Environmental Sciences, Appalachian State University, Boone, NC, United States; Department of Geosciences, University of Alaska, Fairbanks, AK, United States; Geology Department, State University of New York College at Cortland, Cortland, NY, United States; Department of Earth Sciences, University of Oxford, Oxford, United Kingdom; Earth System Science Group, College of Life and Environmental Sciences, University of Exeter, Exeter, United Kingdom; Department of Geosciences, Pennsylvania State University, University Park, PA, United States"
"McColl H., Racimo F., Vinner L., Demeter F., Gakuhari T., Víctor Moreno-Mayar J., Van Driem G., Wilken U.G., Seguin-Orlando A., De la Fuente Castro C., Wasef S., Shoocongdej R., Souksavatdy V., Sayavongkhamdy T., Saidin M.M., Allentoft M.E., Sato T., Malaspinas A.-S., Aghakhanian F.A., Korneliussen T., Prohaska A., Margaryan A., De Barros Damgaard P., Kaewsutthi S., Lertrit P., Nguyen T.M.H., Hung H.-C., Tran T.M., Truong H.N., Nguyen G.H., Shahidan S., Wiradnyana K., Matsumae H., Shigehara N., Yoneda M., Ishida H., Masuyama T., Yamada Y., Tajima A., Shibata H., Toyoda A., Hanihara T., Nakagome S., Deviese T., Bacon A.-M., Duringer P., Ponche J.-L., Shackelford L., Patole-Edoumba E., Nguyen A.T., Bellina-Pryce B., Galipaud J.-C., Kinaston R., Buckley H., Pottier C., Rasmussen S., Higham T., Foley R.A., Lahr M.M., Orlando L., Sikora M., Phipps M.E., Oota H., Higham C., Lambert D.M., Willerslev E.",The prehistoric peopling of Southeast Asia,2018,Science,13,"Centre for GeoGenetics, Natural History Museum of Denmark, Copenhagen, Denmark; National Museum of Natural History, Ecoanthropology and Ethnobiology, Musée de l’Homme, Paris, France; Center for Cultural Resource Studies, Kanazawa University, Kanazawa, Japan; Kitasato University School of Medicine, Sagamihara, Kanagawa, Japan; Institut für Sprachwissenschaft, Universität Bern, Bern, Switzerland; University of New England, Armidale, NSW, Australia; Laboratoire AMIS, Université Paul Sabatier (UPS), Toulouse, France; Australian Research Centre for Human Evolution, Griffith University, Nathan, QLD, Australia; Department of Archaeology, Faculty of Archaeology, Silpakorn University, Bangkok, Thailand; Department of Heritage, Ministry of Information, Culture and Tourism, Vientiane, Laos; Centre for Global Archaeological Research, Universiti Sains Malaysia, Penang, Malaysia; Department of Bioinformatics and Genomics, Graduate School of Advanced Preventive Medical Sciences, Kanazawa University, Kanazawa, Japan; Department of Computational Biology, University of Lausanne, SIB Swiss Institute of Bioinformatics, Lausanne, Switzerland; Jeffrey Cheah School of Medicine and Health Sciences, Monash University Malaysia, Jalan Lagoon Selatan, Sunway City, Selangor, Malaysia; Department of Zoology, University of Cambridge, Cambridge, United Kingdom; Institute of Molecular Biology, National Academy of Sciences, Yerevan, Armenia; Department of Biochemistry, Faculty of Medicine Siriraj Hospital, Mahidol University, Bangkok, Thailand; Anthropological and Paleoenvironmental Department, Institute of Archaeology, Hanoi, Viet Nam; Department of Archaeology and Natural History, Australian National University, Canberra, ACT, Australia; Balai Archeology, Medan, Indonesia; Nara National Research Institute for Cultural Properties, Nara, Japan; University Museum, University of Tokyo, Tokyo, Japan; Graduate School of Medicine, University of the Ryukyus, Nishihara, Okinawa, Japan; Educational Committee of Tahara City, Tahara, Japan; National Museum of Japanese History, Sakura, Chiba, Japan; Division of Genomics, Medical Institute of Bioregulation, Kyushu University, Fukuoka, Japan; Center for Information Biology, National Institute of Genetics, Mishima, Japan; School of Medicine, Trinity College Dublin, University of Dublin, Dublin, Ireland; Oxford Radiocarbon Accelerator Unit (ORAU), University of Oxford, Oxford, United Kingdom; Laboratoire AMIS, Université Paris Descartes, Faculté de Chirurgie Dentaire, Montrouge, France; École et Observatoire des Sciences de la Terre, Université de Strasbourg, Strasbourg, France; Institut de Physique du Globe de Strasbourg (IPGS) (CNRS/UDS UMR 7516), Strasbourg, France; Laboratory “Image Ville et Environnement LIVE,”, UMR7362, CNRS, Université de Strasbourg, Strasbourg, France; Department of Anthropology, University of Illinois at Urbana-Champaign, Champaign, IL, United States; Natural History Museum of La Rochelle, La Rochelle, France; CNRS, UMR7055 “Préhistoire et Technologie”, Maison Archéologie et Ethnologie, Nanterre, France; Research Institute for Development, National Museum of Natural History, UMR Paloc, Paris, France; Department of Anatomy, School of Biomedical Sciences, University of Otago, Dunedin, New Zealand; Department of Archaeogenetics, Max Planck Institute for the Science of Human History, Jena, Germany; École Française d’Extrême-Orient, Paris, France; Department of Bio and Health Informatics, Technical University of Denmark, Kongens Lyngby, Denmark; Leverhulme Centre for Human Evolutionary Studies, Department of Archaeology, University of Cambridge, Cambridge, United Kingdom; Department of Anthropology and Archaeology, University of Otago, Dunedin, New Zealand; St. Catharine’s College, University of Cambridge, Cambridge, United Kingdom; Wellcome Trust Sanger Institute, Hinxton, United Kingdom"
"Augier E., Barbier E., Dulman R.S., Licheri V., Augier G., Domi E., Barchiesi R., Farris S., Nätt D., Dayne Mayfield R., Adermark L., Heilig M.",A molecular mechanism for choosing alcohol over an alternative reward,2018,Science,13,"Center for Social and Affective Neuroscience, IKE, Linköping University, Linköping, 581 83, Sweden; Center for Alcohol Research in Epigenetics, Department of Psychiatry, University of Illinois, Chicago, IL  60612, United States; Department of Psychiatry and Neurochemistry, Sahlgrenska Academy, University of Göteborg, Göteborg, 413 90, Sweden; Waggoner Center for Alcohol and Addiction Research, University of Texas, Austin, TX  78712, United States"
"Liu J.J., Sharma K., Zangrandi L., Chen C., Humphrey S.J., Chiu Y.-T., Spetea M., Liu-Chen L.-Y., Schwarzer C., Mann M.",In vivo brain GPCR signaling elucidated by phosphoproteomics,2018,Science,13,"Department of Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, 82152, Germany; Department of Pharmacology, Medical University of Innsbruck, Innsbruck, 6020, Austria; Center for Substance Abuse Research, Department of Pharmacology, Temple University Lewis Katz School of Medicine, Philadelphia, PA  19140, United States; Department of Pharmaceutical Chemistry, Institute of Pharmacy, Center for Molecular Biosciences Innsbruck (CMBI), University of Innsbruck, Innsbruck, 6020, Austria; Novo Nordisk Foundation Center for Protein Research, Faculty of Health Sciences, University of Copenhagen, Copenhagen, 2200, Denmark"
"Barletta V.R., Bevis M., Smith B.E., Wilson T., Brown A., Bordoni A., Willis M., Khan S.A., Rovira-Navarro M., Dalziel I., Smalley R., Kendrick E., Konfal S., Caccamise D.J., Aster R.C., Nyblade A., Wiens D.A.",Observed rapid bedrock uplift in amundsen sea embayment promotes ice-sheet stability,2018,Science,13,"DTU Space, National Space Institute, Geodynamics Department, Technical University of Denmark, Kgs. Lyngby, Denmark; School of Earth Science, Ohio State University, Columbus, OH, United States; University of Washington, Seattle, WA, United States; DTU Compute, Technical University of Denmark, Kgs. Lyngby, Denmark; University of Colorado Boulder, Boulder, CO, United States; TU Delft, Delft, Netherlands; Institute for Geophysics, University of Texas, Austin, TX, United States; Center for Earthquake Research and Information, University of Memphis, Memphis, TN, United States; Colorado State University, Fort Collins, CO, United States; Penn State University, State CollegePA, United States; Washington University in St. Louis, St. Louis, MO, United States"
"Howard S.R., Avarguès-Weber A., Garcia J.E., Greentree A.D., Dyer A.G.",Numerical ordering of zero in honey bees,2018,Science,13,"Bio-inspired Digital Sensing (BIDS) Lab, School of Media and Communication, RMIT University, Melbourne, VIC, Australia; Centre de Recherches sur la Cognition Animale, Centre de Biologie Intégrative (CBI), Université de Toulouse, CNRS, UPS, Toulouse, France; ARC Centre of Excellence for Nanoscale BioPhotonics, School of Science, RMIT University, Melbourne, VIC, Australia; Department of Physiology, Monash University, Clayton, VIC, Australia"
"Lapiedra O., Schoener T.W., Leal M., Losos J.B., Kolbe J.J.",Predator-driven natural selection on risk-taking behavior in anole lizards,2018,Science,13,"Museum of Comparative Zoology, Department of Organismic and Evolutionary Biology, Harvard University, Cambridge, MA, United States; Department of Evolution and Ecology, University of California, Davis, CA  95616, United States; Division of Biological Sciences, University of Missouri, Columbia, MO, United States; Department of Biological Sciences, University of Rhode Island, Kingston, RI, United States"
"Chen P., Tao L., Wang T., Zhang J., He A., Lam K.-H., Liu Z., He X., Perry K., Dong M., Jin R.",Structural basis for recognition of frizzled proteins by clostridium difficile toxin B,2018,Science,13,"Department of Physiology and Biophysics, University of California, Irvine, Irvine, CA, United States; Department of Urology, Boston Children’s Hospital, Department of Microbiology and Immunobiology, Department of Surgery, Harvard Medical School, Boston, MA, United States; Department of Oncology, Affiliated Sixth People’s Hospital, Shanghai Jiaotong University, PRC, No. 600, Yishan Road, Shanghai, 200233, China; F. M. Kirby Neurobiology Center, Boston Children’s Hospital, Department of Neurology, Harvard Medical School, Boston, MA, United States; NE-CAT and Department of Chemistry and Chemical Biology, Cornell University, Argonne National Laboratory, Argonne, IL, United States"
"Li P., Markson J.S., Wang S., Chen S., Vachharajani V., Elowitz M.B.",Morphogen gradient reconstitution reveals Hedgehog pathway design principles,2018,Science,13,"Division of Biology and Biological Engineering, California Institute of Technology, Pasadena, CA  91125, United States; Howard Hughes Medical Institute, Department of Applied Physics, California Institute of Technology, Pasadena, CA  91125, United States"
"Kunkel P., Prüfer M., Strobel H., Linnemann D., Frölian A., Gasenzer T., Gärttner M., Oberthaler M.K.",Spatially distributed multipartite entanglement enables EPR steering of atomic clouds,2018,Science,13,"Kirchhoff-Institut für Physik, Universität Heidelberg, Im Neuenheimer Feld 227, Heidelberg, 69120, Germany"
"Ohtaka-Maruyama C., Okamoto M., Endo K., Oshima M., Kaneko N., Yura K., Okado H., Miyata T., Maeda N.",Synaptic transmission from subplate neurons controls radial migration of neocortical neurons,2018,Science,13,"Neural Network Project, Tokyo Metropolitan Institute of Medical Science, Tokyo, 156-8506, Japan; Center for Basic Technology Research, Tokyo Metropolitan Institute of Medical Science, Tokyo, 156-8506, Japan; Neural Development Project, Tokyo Metropolitan Institute of Medical Science, Tokyo, 156-8506, Japan; Anatomy and Cell Biology, Nagoya University Graduate School of Medicine, Aichi, 466-8550, Japan; Department of Biology, Ochanomizu University, Tokyo, 112-8610, Japan; Graduate School of Humanities and Sciences, Ochanomizu University, Tokyo, 112-8610, Japan; School of Advanced Science and Engineering, Waseda University, Tokyo, 169-0072, Japan"
"Ni A.M., Ruff D.A., Alberts J.J., Symmonds J., Cohen M.R.",Learning and attention reveal a general relationship between population activity and behavior,2018,Science,13,"Department of Neuroscience, Center for the Neural Basis of Cognition, University of Pittsburgh, Pittsburgh, PA  15260, United States"
"Chen J., Zhu E., Liu J., Zhang S., Lin Z., Duan X., Heinz H., Huang Y., De Yoreo J.J.",Building two-dimensional materials one row at a time: Avoiding the nucleation barrier,2018,Science,12,"Department of Materials Science and Engineering, University of Washington, Seattle, WA  98195, United States; Physical Sciences Division, Pacific Northwest National Laboratory, Richland, WA  99352, United States; Department of Materials Science and Engineering, University of California, Los Angeles, CA  90095, United States; School of Materials Science and Engineering, Beijing Institute of Technology, Beijing, 100081, China; Department of Chemical and Biological Engineering, University of Colorado, Boulder, CO  80309, United States; Department of Chemistry and Biochemistry, University of California, Los Angeles, CA  90095, United States; California NanoSystems Institute, University of California, Los Angeles, CA  90095, United States"
"Jin S., Huang M., Kwon Y., Zhang L., Li B.-W., Oh S., Dong J., Luo D., Biswal M., Cunning B.V., Bakharev P.V., Moon I., Yoo W.J., Camacho-Mojica D.C., Kim Y.-J., Lee S.H., Wang B., Seong W.K., Saxena M., Ding F., Shin H.-J., Ruoff R.S.",Colossal grain growth yields single-crystal metal foils by contact-free annealing,2018,Science,12,"Center for Multidimensional Carbon Materials (CMCM), Institute for Basic Science (IBS), Ulsan, 44919, South Korea; School of Materials Science and Engineering, Ulsan National Institute of Science and Technology (UNIST), Ulsan, 44919, South Korea; Department of Chemistry, Ulsan National Institute of Science and Technology (UNIST), Ulsan, 44919, South Korea; SKKU Advanced Institute of Nano-Technology (SAINT), Sungkyunkwan University, Suwon, Gyeonggi-do, 16419, South Korea; School of Energy and Chemical Engineering, Ulsan National Institute of Science and Technology (UNIST), Ulsan, 44919, South Korea"
"Sievers Q.L., Petzold G., Bunker R.D., Renneville A., Słabicki M., Liddicoat B.J., Abdulrahman W., Mikkelsen T., Ebert B.L., Thomä N.H.",Defining the human C2H2 zinc finger degrome targeted by thalidomide analogs through CRBN,2018,Science,12,"Broad Institute of Harvard and MIT, Cambridge, MA  02142, United States; Brigham and Women’s Hospital, Division of Hematology, Harvard Medical School, Boston, MA  02115, United States; Friedrich Miescher Institute for Biomedical Research, Basel, 4058, Switzerland; Division of Translational Oncology, National Center for Tumor Diseases, Heidelberg and German Cancer Research Center, Heidelberg, 69120, Germany; Dana Farber Cancer Institute, Department of Medical Oncology, Boston, MA  02215, United States; LeadXpro AG Park InnovAARE, Villigen, 5232, Switzerland; 10x Genomics, 7068 Koll Center Parkway 401, Pleasanton, CA  94566, United States"
"Yamashiro C., Sasaki K., Yabuta Y., Kojima Y., Nakamura T., Okamoto I., Yokobayashi S., Murase Y., Ishikura Y., Shirane K., Sasaki H., Yamamoto T., Saitou M.",Generation of human oogonia from induced pluripotent stem cells in vitro,2018,Science,12,"Department of Anatomy and Cell Biology, Graduate School of Medicine, Kyoto University, Yoshida-Konoe-cho, Sakyo-ku, Kyoto, 606-8501, Japan; Japan Science and Technology Agency (JST), Exploratory Research for Advanced Technology (ERATO), Yoshida-Konoe-cho, Sakyo-ku, Kyoto, 606-8501, Japan; Institute for Integrated Cell-Material Sciences, Kyoto University, Yoshida-Ushinomiya-cho, Sakyoku, Kyoto, 606-8501, Japan; Center for iPS Cell Research and Application, Kyoto University, 53 Kawahara-cho, Shogoin, Sakyo-ku, Kyoto, 606-8507, Japan; Division of Epigenomics, Medical Institute of Bioregulation, Epigenome Network Research Center, Kyushu University, Maidashi 3-1-1, Higashiku, Fukuoka, 812-8582, Japan; Graduate School of Medical Sciences, Kyushu University, Maidashi 3-1-1, Higashi-ku, Fukuoka, 812-8582, Japan; Agency for Medical Research and Development (AMED), Core Research for Evolutional Science and Technology (CREST), 1-7-1 Otemachi, Chiyodaku, Tokyo, 100-0004, Japan"
"Urban M.W., Davydovich D., Yang Y., Demir T., Zhang Y., Casabianca L.",Key-and-lock commodity self-healing copolymers,2018,Science,12,"Department of Materials Science and Engineering, Clemson University, Clemson, SC  29634, United States; Department of Chemistry, Clemson University, Clemson, SC  29634, United States; Center for Optical Materials Science and Engineering Technologies (COMSET), Clemson University, Clemson, SC  29634, United States"
"Qi X., Schmiege P., Coutavas E., Li X.",Two patched molecules engage distinct sites on hedgehog yielding a signaling-competent complex,2018,Science,12,"Department of Molecular Genetics, University of Texas, Southwestern Medical Center, Dallas, TX  75390, United States; Laboratory of Cell Biology, Rockefeller University, New York, NY  10065, United States; Department of Biophysics, University of Texas Southwestern Medical Center, Dallas, TX  75390, United States"
"Mitchell D.G., Perry M.E., Hamilton D.C., Westlake J.H., Kollmann P., Smith H.T., Carbary J.F., Waite J.H., Perryman R., Hsu H.-W., Wahlund J.-E., Morooka M.W., Hadid L.Z., Persoon A.M., Kurth W.S.",Dust grains fall from Saturn's D-ring into its equatorial upper atmosphere,2018,Science,12,"Johns Hopkins University, Applied Physics Laboratory, Laurel, MD, United States; Department of Physics, University of Maryland, College Park, MD, United States; Southwest Research Institute, Division of Space Science and Engineering, San Antonio, TX, United States; University of Texas San Antonio, San Antonio, TX, United States; Laboratory for Atmospheric and Space Physics, University of Colorado, Boulder, CO, United States; Swedish Institute of Space Science, Uppsala, Sweden; Department of Physics and Astronomy, University of Iowa, Iowa City, IA, United States"
"Karasek M., Muijres F.T., Wagter C.D., Remes B.D.W., De Croon G.C.H.E.",A tailless aerial robotic flapper reveals that flies use torque coupling in rapid banked turns,2018,Science,12,"Micro Air Vehicle Laboratory, Delft University of Technology, Control and Simulation, Delft, Netherlands; Wageningen University and Research, Experimental Zoology Group, Wageningen, Netherlands"
"Mirts E.N., Petrik I.D., Hosseinzadeh P., Nilges M.J., Lu Y.",A designed heme-[4Fe-4S] metalloenzyme catalyzes sulfite reduction like the native enzyme,2018,Science,12,"Center for Biophysics and Quantitative Biology, University of Illinois at Urbana-Champaign, Urbana, IL  61801, United States; Department of Chemistry, University of Illinois at Urbana-Champaign, Urbana, IL  61801, United States; Department of Biochemistry, University of Illinois at Urbana-Champaign, Urbana, IL  61801, United States; School of Chemical Sciences Electron Paramagnetic Resonance Lab, University of Illinois at Urbana-Champaign, Urbana, IL  61801, United States; Carl R. Woese Institute for Genomic Biology, University of Illinois at Urbana- Champaign, Urbana, IL  61801, United States; DOE Center for Advanced Bioenergy and Bioproducts Innovation, University of Illinois at Urbana-Champaign, Urbana, IL  61801, United States; Pacific Northwest National Laboratory, Richland, WA  99352, United States"
"Doren B.M.V., Horton K.G.",A continental system for forecasting bird migration,2018,Science,12,"Department of Zoology, Edward Grey Institute, University of Oxford, Oxford, United Kingdom; Cornell Lab of Ornithology, Cornell University, Ithaca, NY  14850, United States"
"Ditoro D., Winstead C., Pham D., Witte S., Andargachew R., Singer J.R., Wilson C.G., Zindl C.L., Luther R.J., Silberger D.J., Weaver B., Kolawole M., Martinez R.J., Turner H., Hatton R.D., Moon J., Way S.S., Evavold B.D., Weaver C.T.",Differential IL-2 expression defines developmental fates of follicular versus nonfollicular helper T cells,2018,Science,12,"Department of Pathology, University of Alabama at Birmingham, Birmingham, AL  35203, United States; Department of Microbiology and Immunology, Emory University, Atlanta, GA  30322, United States; HudsonAlpha Institute for Biotechnology, Huntsville, AL  35806, United States; Center for Immunology and Inflammatory Diseases, Massachusetts General Hospital and Harvard Medical School, Boston, MA  02129, United States; Division of Infectious Diseases and Perinatal Institute, Cincinnati Children's Hospital, Cincinnati, OH  45229, United States"
"Best R.B., Zheng W., Borgia A., Buholzer K., Borgia M.B., Hofmann H., Soranno A., Nettels D., Gast K., Grishaev A., Schuler B.",Comment on “Innovative scattering analysis shows that hydrophobic disordered proteins are expanded in water”,2018,Science,12,"Laboratory of Chemical Physics, National Institute of Diabetes and Digestive and Kidney Diseases, Bethesda, MD  20892, United States; College of Integrative Sciences and Arts, Arizona State University, Mesa, AZ  85212, United States; Department of Biochemistry, University of Zurich, Zurich, 8057, Switzerland; Department of Structural Biology, Weizmann Institute of Science, Rehovot, 76100, Israel; Department of Biochemistry and Molecular Biophysics, Washington University School of Medicine, St. Louis, MO  63110, United States; Physical Biochemistry, University of Potsdam, Potsdam, 14476, Germany; National Institute of Standards and Technology, Institute for Bioscience and Biotechnology Research, Rockville, MD  20850, United States; Department of Physics, University of Zurich, Zurich, 8057, Switzerland"
